source_file,channel,direction,grid_id,date_code,mode,metric_type,avg_value,std_value,units,n_valid,nx,ny,row_idx,col_idx
PEGDA01TPO000SiNP_Sam01_S1_P__GrID009_LOC_RC001017-5.00x5.00-Modulus_Backward-251027-CRO_b6d95952.tiff,Modulus,Backward,9,251027,modulus_gwy_ops_py_stats,modulus,46446726.72593707,27511012.13896057,kPa,256933,512,512,0,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID010_LOC_RC001020-5.00x5.00-Modulus_Backward-251027-CRO_5ee6b084.tiff,Modulus,Backward,10,251027,modulus_gwy_ops_py_stats,modulus,66437416.15828072,32192741.154194128,kPa,252892,512,512,0,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID011_LOC_RC001021-5.00x5.00-Modulus_Backward-251027-CRO_1a1d5848.tiff,Modulus,Backward,11,251027,modulus_gwy_ops_py_stats,modulus,570033400.9100715,274411962.40394616,kPa,1534,512,512,0,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID012_LOC_RC002001-5.00x5.00-Modulus_Backward-251028-CRO_f9f6e61c.tiff,Modulus,Backward,12,251028,modulus_gwy_ops_py_stats,modulus,37864292.9650147,8514277.238804882,kPa,262142,512,512,1,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID013_LOC_RC002002-5.00x5.00-Modulus_Backward-251028-CRO_b5c1a689.tiff,Modulus,Backward,13,251028,modulus_gwy_ops_py_stats,modulus,69020025.41359068,35867391.277729966,kPa,245494,512,512,1,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID014_LOC_RC002010-5.00x5.00-Modulus_Backward-251028-CRO_c47e5654.tiff,Modulus,Backward,14,251028,modulus_gwy_ops_py_stats,modulus,678086623.7961329,261195582.7540163,kPa,42121,512,512,1,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID015_LOC_RC002011-5.00x5.00-Modulus_Backward-251028-CRO_baeefa9a.tiff,Modulus,Backward,15,251028,modulus_gwy_ops_py_stats,modulus,37946921.486757405,12287451.02047711,kPa,261061,512,512,1,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID016_LOC_RC002012-5.00x5.00-Modulus_Backward-251028-CRO_04074076.tiff,Modulus,Backward,16,251028,modulus_gwy_ops_py_stats,modulus,50610312.641472965,27171371.343710903,kPa,252414,512,512,1,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID017_LOC_RC002020-5.00x5.00-Modulus_Backward-251028-CRO_622c386a.tiff,Modulus,Backward,17,251028,modulus_gwy_ops_py_stats,modulus,42101011.17684557,18681437.515403036,kPa,258588,512,512,1,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID018_LOC_RC002021-5.00x5.00-Modulus_Backward-251028-CRO_dc455bee.tiff,Modulus,Backward,18,251028,modulus_gwy_ops_py_stats,modulus,33306819.168277405,7468969.232504233,kPa,262144,512,512,1,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID019_LOC_RC003008-5.00x5.00-Modulus_Backward-251028-CRO_1253b746.tiff,Modulus,Backward,19,251028,modulus_gwy_ops_py_stats,modulus,nan,nan,kPa,0,512,512,2,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID020_LOC_RC003014-5.00x5.00-Modulus_Backward-251028-CRO_5e8cfd64.tiff,Modulus,Backward,20,251028,modulus_gwy_ops_py_stats,modulus,132470466.94421797,61653355.902159914,kPa,245421,512,512,2,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID021_LOC_RC005001-5.00x5.00-Modulus_Backward-251028-CRO_b62dc46b.tiff,Modulus,Backward,21,251028,modulus_gwy_ops_py_stats,modulus,66808738.552984655,42142635.058508135,kPa,250852,512,512,4,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID022_LOC_RC005005-5.00x5.00-Modulus_Backward-251028-CRO_197891c8.tiff,Modulus,Backward,22,251028,modulus_gwy_ops_py_stats,modulus,176770301.2278458,63943111.58540424,kPa,248307,512,512,4,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID023_LOC_RC005006-5.00x5.00-Modulus_Backward-251028-CRO_211fd865.tiff,Modulus,Backward,23,251028,modulus_gwy_ops_py_stats,modulus,nan,nan,kPa,0,512,512,4,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID024_LOC_RC005016-5.00x5.00-Modulus_Backward-251028-CRO_6ccfa220.tiff,Modulus,Backward,24,251028,modulus_gwy_ops_py_stats,modulus,35165645.59605475,10703474.540712535,kPa,262139,512,512,4,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID025_LOC_RC005017-5.00x5.00-Modulus_Backward-251029-CRO_0147ead6.tiff,Modulus,Backward,25,251029,modulus_gwy_ops_py_stats,modulus,177919907.68795994,44730590.588940255,kPa,253580,512,512,4,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID026_LOC_RC006001-5.00x5.00-Modulus_Backward-251029-CRO_c5d55fbc.tiff,Modulus,Backward,26,251029,modulus_gwy_ops_py_stats,modulus,446090640.37453973,80254546.47678769,kPa,256571,512,512,5,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID027_LOC_RC006005-5.00x5.00-Modulus_Backward-251029-CRO_f225bd9c.tiff,Modulus,Backward,27,251029,modulus_gwy_ops_py_stats,modulus,108810130.2174212,52872948.64385101,kPa,244851,512,512,5,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID028_LOC_RC006006-5.00x5.00-Modulus_Backward-251029-CRO_8fc9e36d.tiff,Modulus,Backward,28,251029,modulus_gwy_ops_py_stats,modulus,632385743.43312,247790369.61740246,kPa,7875,512,512,5,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID029_LOC_RC006010-5.00x5.00-Modulus_Backward-251029-CRO_d0566188.tiff,Modulus,Backward,29,251029,modulus_gwy_ops_py_stats,modulus,94303694.8786511,46722827.070232995,kPa,248583,512,512,5,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID030_LOC_RC006011-5.00x5.00-Modulus_Backward-251029-CRO_238ec1b5.tiff,Modulus,Backward,30,251029,modulus_gwy_ops_py_stats,modulus,60815124.596964955,28331190.42959302,kPa,253123,512,512,5,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID031_LOC_RC006012-5.00x5.00-Modulus_Backward-251029-CRO_c4ebe72d.tiff,Modulus,Backward,31,251029,modulus_gwy_ops_py_stats,modulus,47626744.57949636,34766698.31640716,kPa,251478,512,512,5,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID032_LOC_RC006016-5.00x5.00-Modulus_Backward-251029-CRO_fa75bd50.tiff,Modulus,Backward,32,251029,modulus_gwy_ops_py_stats,modulus,46670178.134971075,27905304.136149377,kPa,254505,512,512,5,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID033_LOC_RC006017-5.00x5.00-Modulus_Backward-251029-CRO_8928b090.tiff,Modulus,Backward,33,251029,modulus_gwy_ops_py_stats,modulus,40801847.3916316,22655769.351235427,kPa,257095,512,512,5,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID034_LOC_RC006021-5.00x5.00-Modulus_Backward-251029-CRO_5d1db617.tiff,Modulus,Backward,34,251029,modulus_gwy_ops_py_stats,modulus,45045848.928311855,23345820.934541903,kPa,255151,512,512,5,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID035_LOC_RC007003-5.00x5.00-Modulus_Backward-251029-CRO_898e3fc2.tiff,Modulus,Backward,35,251029,modulus_gwy_ops_py_stats,modulus,722811158.0420609,95605428.71809919,kPa,253303,512,512,6,2
PEGDA01TPO000SiNP_Sam01_S1_P__GrID036_LOC_RC007021-5.00x5.00-Modulus_Backward-251029-CRO_6f7fed9d.tiff,Modulus,Backward,36,251029,modulus_gwy_ops_py_stats,modulus,530722057.7984967,266456175.5111728,kPa,361,512,512,6,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID037_LOC_RC008008-5.00x5.00-Modulus_Backward-251030-CRO_93fac9b5.tiff,Modulus,Backward,37,251030,modulus_gwy_ops_py_stats,modulus,370717333.630801,100709064.59687555,kPa,239929,512,512,7,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID038_LOC_RC008014-5.00x5.00-Modulus_Backward-251030-CRO_9c5f55c3.tiff,Modulus,Backward,38,251030,modulus_gwy_ops_py_stats,modulus,199654144.34374928,44975208.6871812,kPa,240742,512,512,7,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID039_LOC_RC008019-5.00x5.00-Modulus_Backward-251030-CRO_797a422a.tiff,Modulus,Backward,39,251030,modulus_gwy_ops_py_stats,modulus,514579640.4803325,303109379.5835944,kPa,54,512,512,7,18
PEGDA01TPO000SiNP_Sam01_S1_P__GrID040_LOC_RC010001-5.00x5.00-Modulus_Backward-251030-CRO_0aca7b9f.tiff,Modulus,Backward,40,251030,modulus_gwy_ops_py_stats,modulus,453728113.79328686,81536709.68122204,kPa,252221,512,512,9,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID041_LOC_RC010002-5.00x5.00-Modulus_Backward-251030-CRO_9564d462.tiff,Modulus,Backward,41,251030,modulus_gwy_ops_py_stats,modulus,49133312.58315907,31951427.90317841,kPa,255831,512,512,9,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID042_LOC_RC010006-5.00x5.00-Modulus_Backward-251030-CRO_1f2056b1.tiff,Modulus,Backward,42,251030,modulus_gwy_ops_py_stats,modulus,48605234.65573238,19302894.39866026,kPa,259854,512,512,9,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID043_LOC_RC010010-5.00x5.00-Modulus_Backward-251030-CRO_7b0f35d6.tiff,Modulus,Backward,43,251030,modulus_gwy_ops_py_stats,modulus,39248746.59532685,21067817.196322504,kPa,257946,512,512,9,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID044_LOC_RC010011-5.00x5.00-Modulus_Backward-251030-CRO_47d42e1c.tiff,Modulus,Backward,44,251030,modulus_gwy_ops_py_stats,modulus,122206025.90166272,38592283.664438665,kPa,255452,512,512,9,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID045_LOC_RC010012-5.00x5.00-Modulus_Backward-251030-CRO_4f9d30ad.tiff,Modulus,Backward,45,251030,modulus_gwy_ops_py_stats,modulus,557542570.648276,271228793.95069116,kPa,6,512,512,9,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID046_LOC_RC010016-5.00x5.00-Modulus_Backward-251030-CRO_de9fea9a.tiff,Modulus,Backward,46,251030,modulus_gwy_ops_py_stats,modulus,52986329.321180195,35304475.94820273,kPa,246006,512,512,9,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID047_LOC_RC010020-5.00x5.00-Modulus_Backward-251030-CRO_e815be7f.tiff,Modulus,Backward,47,251030,modulus_gwy_ops_py_stats,modulus,46879232.88783856,20900864.19391503,kPa,253421,512,512,9,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID048_LOC_RC010021-5.00x5.00-Modulus_Backward-251030-CRO_d7300cdb.tiff,Modulus,Backward,48,251030,modulus_gwy_ops_py_stats,modulus,57678188.4690244,25354588.478581145,kPa,253822,512,512,9,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID049_LOC_RC011001-5.00x5.00-Modulus_Backward-251030-CRO_d87f86f9.tiff,Modulus,Backward,49,251030,modulus_gwy_ops_py_stats,modulus,532387621.7580206,71454291.91110222,kPa,257268,512,512,10,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID050_LOC_RC011002-5.00x5.00-Modulus_Backward-251031-CRO_dc9866b7.tiff,Modulus,Backward,50,251031,modulus_gwy_ops_py_stats,modulus,527835598.62036383,74830662.04283535,kPa,256840,512,512,10,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID051_LOC_RC011006-5.00x5.00-Modulus_Backward-251031-CRO_49ccf70c.tiff,Modulus,Backward,51,251031,modulus_gwy_ops_py_stats,modulus,34377372.78372911,12028005.836594425,kPa,260603,512,512,10,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID052_LOC_RC011010-5.00x5.00-Modulus_Backward-251031-CRO_685b799b.tiff,Modulus,Backward,52,251031,modulus_gwy_ops_py_stats,modulus,209945123.54650772,50235262.07360867,kPa,244387,512,512,10,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID053_LOC_RC011011-5.00x5.00-Modulus_Backward-251031-CRO_455aa989.tiff,Modulus,Backward,53,251031,modulus_gwy_ops_py_stats,modulus,143140396.9667018,45429885.23759165,kPa,243956,512,512,10,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID054_LOC_RC011012-5.00x5.00-Modulus_Backward-251031-CRO_dcea5ca1.tiff,Modulus,Backward,54,251031,modulus_gwy_ops_py_stats,modulus,113928139.18213643,53886051.77494387,kPa,246465,512,512,10,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID055_LOC_RC011016-5.00x5.00-Modulus_Backward-251031-CRO_7b1d54b1.tiff,Modulus,Backward,55,251031,modulus_gwy_ops_py_stats,modulus,33518615.09320323,9166026.128572986,kPa,262144,512,512,10,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID056_LOC_RC011020-5.00x5.00-Modulus_Backward-251031-CRO_94169c24.tiff,Modulus,Backward,56,251031,modulus_gwy_ops_py_stats,modulus,48007008.44956542,31129214.144029118,kPa,251807,512,512,10,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID057_LOC_RC011021-5.00x5.00-Modulus_Backward-251031-CRO_75498239.tiff,Modulus,Backward,57,251031,modulus_gwy_ops_py_stats,modulus,46648307.404417045,15464711.05676605,kPa,258612,512,512,10,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID058_LOC_RC012001-5.00x5.00-Modulus_Backward-251031-CRO_ce88c88f.tiff,Modulus,Backward,58,251031,modulus_gwy_ops_py_stats,modulus,289715884.51894635,43982328.73079575,kPa,255923,512,512,11,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID059_LOC_RC012002-5.00x5.00-Modulus_Backward-251031-CRO_2e458130.tiff,Modulus,Backward,59,251031,modulus_gwy_ops_py_stats,modulus,37163774.0553832,15322862.96819254,kPa,259661,512,512,11,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID060_LOC_RC012006-5.00x5.00-Modulus_Backward-251031-CRO_10276a16.tiff,Modulus,Backward,60,251031,modulus_gwy_ops_py_stats,modulus,290811106.8938819,88718064.27762432,kPa,247805,512,512,11,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID061_LOC_RC012010-5.00x5.00-Modulus_Backward-251031-CRO_300a166c.tiff,Modulus,Backward,61,251031,modulus_gwy_ops_py_stats,modulus,833258849.3266572,117103224.12221862,kPa,254370,512,512,11,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID062_LOC_RC012011-5.00x5.00-Modulus_Backward-251031-CRO_70589138.tiff,Modulus,Backward,62,251031,modulus_gwy_ops_py_stats,modulus,143208769.97496876,46377726.19158133,kPa,253692,512,512,11,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID063_LOC_RC012012-5.00x5.00-Modulus_Backward-251101-CRO_3ea84ce5.tiff,Modulus,Backward,63,251101,modulus_gwy_ops_py_stats,modulus,54235234.309747346,32446241.481541365,kPa,246604,512,512,11,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID064_LOC_RC012016-5.00x5.00-Modulus_Backward-251101-CRO_f392dff8.tiff,Modulus,Backward,64,251101,modulus_gwy_ops_py_stats,modulus,267486342.37241703,84874173.54470636,kPa,242673,512,512,11,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID065_LOC_RC012020-5.00x5.00-Modulus_Backward-251101-CRO_0a7fad5a.tiff,Modulus,Backward,65,251101,modulus_gwy_ops_py_stats,modulus,193483105.657585,56938760.38607073,kPa,246289,512,512,11,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID066_LOC_RC012021-5.00x5.00-Modulus_Backward-251101-CRO_db24f799.tiff,Modulus,Backward,66,251101,modulus_gwy_ops_py_stats,modulus,nan,nan,kPa,0,512,512,11,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID067_LOC_RC014003-5.00x5.00-Modulus_Backward-251101-CRO_7075b21b.tiff,Modulus,Backward,67,251101,modulus_gwy_ops_py_stats,modulus,723495051.0309051,105368808.31870915,kPa,252218,512,512,13,2
PEGDA01TPO000SiNP_Sam01_S1_P__GrID068_LOC_RC014008-5.00x5.00-Modulus_Backward-251101-CRO_c3cea234.tiff,Modulus,Backward,68,251101,modulus_gwy_ops_py_stats,modulus,128834638.44523032,36804026.604670584,kPa,255716,512,512,13,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID069_LOC_RC014014-5.00x5.00-Modulus_Backward-251101-CRO_d47b1701.tiff,Modulus,Backward,69,251101,modulus_gwy_ops_py_stats,modulus,38349406.62895708,15196283.529130427,kPa,260584,512,512,13,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID070_LOC_RC014019-5.00x5.00-Modulus_Backward-251101-CRO_3965c473.tiff,Modulus,Backward,70,251101,modulus_gwy_ops_py_stats,modulus,78590970.7805967,44374883.563844286,kPa,248279,512,512,13,18
PEGDA01TPO000SiNP_Sam01_S1_P__GrID071_LOC_RC016001-5.00x5.00-Modulus_Backward-251101-CRO_fff4ad04.tiff,Modulus,Backward,71,251101,modulus_gwy_ops_py_stats,modulus,68597441.59107397,38710681.3829412,kPa,250729,512,512,15,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID072_LOC_RC016005-5.00x5.00-Modulus_Backward-251101-CRO_d553c811.tiff,Modulus,Backward,72,251101,modulus_gwy_ops_py_stats,modulus,49464594.65449993,26435432.859662842,kPa,257539,512,512,15,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID073_LOC_RC016006-5.00x5.00-Modulus_Backward-251101-CRO_127ea445.tiff,Modulus,Backward,73,251101,modulus_gwy_ops_py_stats,modulus,68267863.5228584,42318307.82443754,kPa,251131,512,512,15,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID074_LOC_RC016010-5.00x5.00-Modulus_Backward-251101-CRO_a0c9fbee.tiff,Modulus,Backward,74,251101,modulus_gwy_ops_py_stats,modulus,456757987.07436615,112737232.49276763,kPa,244446,512,512,15,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID075_LOC_RC016011-5.00x5.00-Modulus_Backward-251101-CRO_d1009cff.tiff,Modulus,Backward,75,251101,modulus_gwy_ops_py_stats,modulus,38052537.14476538,12162319.396684434,kPa,262144,512,512,15,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID076_LOC_RC016012-5.00x5.00-Modulus_Backward-251102-CRO_be40d91a.tiff,Modulus,Backward,76,251102,modulus_gwy_ops_py_stats,modulus,44696019.83914553,17244669.76057613,kPa,260280,512,512,15,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID077_LOC_RC016016-5.00x5.00-Modulus_Backward-251102-CRO_3634df40.tiff,Modulus,Backward,77,251102,modulus_gwy_ops_py_stats,modulus,41184226.59477431,10628969.532753011,kPa,262144,512,512,15,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID078_LOC_RC016017-5.00x5.00-Modulus_Backward-251102-CRO_91b19784.tiff,Modulus,Backward,78,251102,modulus_gwy_ops_py_stats,modulus,152736938.43417406,31636597.786246818,kPa,259855,512,512,15,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID079_LOC_RC016021-5.00x5.00-Modulus_Backward-251102-CRO_8280eede.tiff,Modulus,Backward,79,251102,modulus_gwy_ops_py_stats,modulus,36636784.16090551,17756177.206010964,kPa,257200,512,512,15,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID080_LOC_RC017001-5.00x5.00-Modulus_Backward-251102-CRO_18ee99bd.tiff,Modulus,Backward,80,251102,modulus_gwy_ops_py_stats,modulus,226034558.29890844,64114485.079741515,kPa,246961,512,512,16,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID081_LOC_RC017005-5.00x5.00-Modulus_Backward-251102-CRO_0f2f14a7.tiff,Modulus,Backward,81,251102,modulus_gwy_ops_py_stats,modulus,505027097.9036455,280372406.890887,kPa,302,512,512,16,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID082_LOC_RC017006-5.00x5.00-Modulus_Backward-251102-CRO_6646514c.tiff,Modulus,Backward,82,251102,modulus_gwy_ops_py_stats,modulus,58989506.773647666,32196107.7946442,kPa,247415,512,512,16,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID083_LOC_RC017016-5.00x5.00-Modulus_Backward-251102-CRO_97bc69ab.tiff,Modulus,Backward,83,251102,modulus_gwy_ops_py_stats,modulus,623216580.1620456,94543044.6863165,kPa,256466,512,512,16,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID084_LOC_RC017017-5.00x5.00-Modulus_Backward-251102-CRO_fde8ffd4.tiff,Modulus,Backward,84,251102,modulus_gwy_ops_py_stats,modulus,29433615.58403606,16077925.347133603,kPa,261180,512,512,16,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID085_LOC_RC017021-5.00x5.00-Modulus_Backward-251102-CRO_0cd31c1b.tiff,Modulus,Backward,85,251102,modulus_gwy_ops_py_stats,modulus,135777377.05418643,49008395.63192381,kPa,251229,512,512,16,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID086_LOC_RC019008-5.00x5.00-Modulus_Backward-251102-CRO_01de43bd.tiff,Modulus,Backward,86,251102,modulus_gwy_ops_py_stats,modulus,63197465.19604338,35659175.8531447,kPa,252721,512,512,18,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID087_LOC_RC019014-5.00x5.00-Modulus_Backward-251102-CRO_d5cfba62.tiff,Modulus,Backward,87,251102,modulus_gwy_ops_py_stats,modulus,35457961.43567032,20521422.755208846,kPa,253885,512,512,18,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID088_LOC_RC020001-5.00x5.00-Modulus_Backward-251102-CRO_230075e7.tiff,Modulus,Backward,88,251102,modulus_gwy_ops_py_stats,modulus,817657438.3750927,210074386.58504736,kPa,67036,512,512,19,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID089_LOC_RC020002-5.00x5.00-Modulus_Backward-251102-CRO_db04b8f4.tiff,Modulus,Backward,89,251102,modulus_gwy_ops_py_stats,modulus,170469343.36592233,37308460.48825418,kPa,257328,512,512,19,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID090_LOC_RC020010-5.00x5.00-Modulus_Backward-251103-CRO_fa35efcd.tiff,Modulus,Backward,90,251103,modulus_gwy_ops_py_stats,modulus,587233108.3275771,276455235.1411347,kPa,264,512,512,19,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID091_LOC_RC020011-5.00x5.00-Modulus_Backward-251103-CRO_d9f042dd.tiff,Modulus,Backward,91,251103,modulus_gwy_ops_py_stats,modulus,288162803.6342777,85482232.82482333,kPa,250027,512,512,19,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID092_LOC_RC020012-5.00x5.00-Modulus_Backward-251103-CRO_edff3c04.tiff,Modulus,Backward,92,251103,modulus_gwy_ops_py_stats,modulus,98190508.14780223,48823401.26299693,kPa,247698,512,512,19,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID093_LOC_RC020020-5.00x5.00-Modulus_Backward-251103-CRO_43b5d981.tiff,Modulus,Backward,93,251103,modulus_gwy_ops_py_stats,modulus,90032507.20444342,30413439.74549028,kPa,248405,512,512,19,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID094_LOC_RC020021-5.00x5.00-Modulus_Backward-251103-CRO_f999aea1.tiff,Modulus,Backward,94,251103,modulus_gwy_ops_py_stats,modulus,369135758.7770275,73282797.1039461,kPa,255583,512,512,19,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID095_LOC_RC021001-5.00x5.00-Modulus_Backward-251103-CRO_3886dac5.tiff,Modulus,Backward,95,251103,modulus_gwy_ops_py_stats,modulus,688867641.2857827,336098358.04149497,kPa,484,512,512,20,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID096_LOC_RC021002-5.00x5.00-Modulus_Backward-251103-CRO_7910925f.tiff,Modulus,Backward,96,251103,modulus_gwy_ops_py_stats,modulus,724200302.264918,239989527.84070024,kPa,33978,512,512,20,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID097_LOC_RC021005-5.00x5.00-Modulus_Backward-251103-CRO_977d0d19.tiff,Modulus,Backward,97,251103,modulus_gwy_ops_py_stats,modulus,721652167.2984515,250877605.34746906,kPa,10881,512,512,20,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID098_LOC_RC021006-5.00x5.00-Modulus_Backward-251103-CRO_224461c7.tiff,Modulus,Backward,98,251103,modulus_gwy_ops_py_stats,modulus,371207509.1583946,50727447.4866431,kPa,256639,512,512,20,5
