source_file,method,avg_value,std_value,n_valid,units,avg_baseline,std_baseline,n_valid_baseline,delta_avg,delta_std,delta_n_valid
PEGDA01TPO000SiNP_Sam01_S1_P__GrID002_LOC_RC001003-5.00x5.00-Modulus_Backward-251020-CRO.tiff,modulus_export_raw_only,218471673.51044297,39448673.3884625,254447,kPa,219606233.12040418,81439532.04843561,254447,-1134559.6099612117,-41990858.659973115,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID002_LOC_RC001003-5.00x5.00-Modulus_Backward-251020-CRO.tiff,modulus_export_three_sigma,217882107.51225337,34740951.50972621,254191,kPa,219606233.12040418,81439532.04843561,254447,-1724125.60815081,-46698580.5387094,-256
PEGDA01TPO000SiNP_Sam01_S1_P__GrID003_LOC_RC001006-5.00x5.00-Modulus_Backward-251022-CRO.tiff,modulus_export_chauvenet,186082926.60752907,30463309.367491648,259388,kPa,190172115.17819604,132557351.94491833,259388,-4089188.570666969,-102094042.57742669,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID003_LOC_RC001006-5.00x5.00-Modulus_Backward-251022-CRO.tiff,modulus_export_combo,185221177.45856288,23894509.6241468,258766,kPa,190172115.17819604,132557351.94491833,259388,-4950937.719633162,-108662842.32077153,-622
PEGDA01TPO000SiNP_Sam01_S1_P__GrID003_LOC_RC001006-5.00x5.00-Modulus_Backward-251022-CRO.tiff,modulus_export_minmax,186082926.60752907,30463309.367491648,259388,kPa,190172115.17819604,132557351.94491833,259388,-4089188.570666969,-102094042.57742669,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID003_LOC_RC001006-5.00x5.00-Modulus_Backward-251022-CRO.tiff,modulus_export_raw_only,186082926.60752907,30463309.367491648,259388,kPa,190172115.17819604,132557351.94491833,259388,-4089188.570666969,-102094042.57742669,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID003_LOC_RC001006-5.00x5.00-Modulus_Backward-251022-CRO.tiff,modulus_export_three_sigma,186082926.60752907,30463309.367491648,259388,kPa,190172115.17819604,132557351.94491833,259388,-4089188.570666969,-102094042.57742669,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID004_LOC_RC001005-5.00x5.00-Modulus_Backward-251022-CRO.tiff,modulus_export_chauvenet,37278742.34422141,16051018.247042544,258076,kPa,38665880.4842709,23680059.89118217,260116,-1387138.1400494874,-7629041.644139625,-2040
PEGDA01TPO000SiNP_Sam01_S1_P__GrID004_LOC_RC001005-5.00x5.00-Modulus_Backward-251022-CRO.tiff,modulus_export_combo,35917098.4656529,11883574.537523983,253980,kPa,38665880.4842709,23680059.89118217,260116,-2748782.0186180025,-11796485.353658186,-6136
PEGDA01TPO000SiNP_Sam01_S1_P__GrID004_LOC_RC001005-5.00x5.00-Modulus_Backward-251022-CRO.tiff,modulus_export_minmax,38636207.76356273,22975495.25453329,260116,kPa,38665880.4842709,23680059.89118217,260116,-29672.720708169043,-704564.6366488785,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID004_LOC_RC001005-5.00x5.00-Modulus_Backward-251022-CRO.tiff,modulus_export_raw_only,38636207.76356273,22975495.25453329,260116,kPa,38665880.4842709,23680059.89118217,260116,-29672.720708169043,-704564.6366488785,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID004_LOC_RC001005-5.00x5.00-Modulus_Backward-251022-CRO.tiff,modulus_export_three_sigma,36244516.94532651,12765335.06995884,255198,kPa,38665880.4842709,23680059.89118217,260116,-2421363.5389443934,-10914724.82122333,-4918
PEGDA01TPO000SiNP_Sam01_S1_P__GrID005_LOC_RC001010-5.00x5.00-Modulus_Backward-251027-CRO.tiff,modulus_export_chauvenet,796869733.6450185,40164439.685631715,259442,kPa,799152334.5658671,51919423.70674996,259442,-2282600.920848608,-11754984.021118246,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID005_LOC_RC001010-5.00x5.00-Modulus_Backward-251027-CRO.tiff,modulus_export_combo,798251691.1382338,30042382.781673793,258686,kPa,799152334.5658671,51919423.70674996,259442,-900643.4276332855,-21877040.925076168,-756
PEGDA01TPO000SiNP_Sam01_S1_P__GrID005_LOC_RC001010-5.00x5.00-Modulus_Backward-251027-CRO.tiff,modulus_export_minmax,796869733.6450185,40164439.685631715,259442,kPa,799152334.5658671,51919423.70674996,259442,-2282600.920848608,-11754984.021118246,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID005_LOC_RC001010-5.00x5.00-Modulus_Backward-251027-CRO.tiff,modulus_export_raw_only,796869733.6450185,40164439.685631715,259442,kPa,799152334.5658671,51919423.70674996,259442,-2282600.920848608,-11754984.021118246,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID005_LOC_RC001010-5.00x5.00-Modulus_Backward-251027-CRO.tiff,modulus_export_three_sigma,796869733.6450185,40164439.685631715,259442,kPa,799152334.5658671,51919423.70674996,259442,-2282600.920848608,-11754984.021118246,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID006_LOC_RC001011-5.00x5.00-Modulus_Backward-251027-CRO.tiff,modulus_export_chauvenet,413809554.9177417,55526897.99985197,259191,kPa,414826761.0015459,65546866.879461706,259236,-1017206.0838041902,-10019968.879609734,-45
PEGDA01TPO000SiNP_Sam01_S1_P__GrID006_LOC_RC001011-5.00x5.00-Modulus_Backward-251027-CRO.tiff,modulus_export_combo,413813717.01759887,43294086.121708445,256300,kPa,414826761.0015459,65546866.879461706,259236,-1013043.9839470387,-22252780.75775326,-2936
PEGDA01TPO000SiNP_Sam01_S1_P__GrID006_LOC_RC001011-5.00x5.00-Modulus_Backward-251027-CRO.tiff,modulus_export_minmax,413907672.92534906,56019502.21945955,259236,kPa,414826761.0015459,65546866.879461706,259236,-919088.0761968493,-9527364.660002157,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID006_LOC_RC001011-5.00x5.00-Modulus_Backward-251027-CRO.tiff,modulus_export_raw_only,413907672.92534906,56019502.21945955,259236,kPa,414826761.0015459,65546866.879461706,259236,-919088.0761968493,-9527364.660002157,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID006_LOC_RC001011-5.00x5.00-Modulus_Backward-251027-CRO.tiff,modulus_export_three_sigma,413612814.15652287,49321731.03584074,258144,kPa,414826761.0015459,65546866.879461706,259236,-1213946.845023036,-16225135.843620963,-1092
